Time,Accuracy,Speed,BatteryPower,Acceleration
594.5,0.07,0,1105.337,0
594.6,0.068,0,1105.452,0
594.7,0.065,0,1106.736,0
594.8,0.062,0,1113.168,0
594.9,0.06,0,1108.481,0
595,0.058,0,1101.945,0
595.1,0.056,0,1111.732,0
595.2,0.054,0,1100.202,0
595.3,0.053,0,1098.366,0
595.4,0.051,0,1101.852,0
595.5,0.05,0,1099.047,0
595.6,0.05,0,1107.024,0
595.7,0.049,0,1105.327,0
595.8,0.048,0,1105.268,0
595.9,0.048,0,1110.165,0
596,0.049,0,1112.163,0
596.1,0.048,0,1108.466,0
596.2,0.046,0,1097.458,0
596.3,0.046,0,1103.56,0
596.4,0.045,0,1111.685,0
596.5,0.047,0,1103.602,0
596.6,0.049,0,1103.602,0
596.7,0.054,0,1100.999,0
596.8,0.054,0,1102.362,0
596.9,0.052,0,1109.011,0
597,0.05,0,1099.755,0
597.1,0.049,0,1101.954,0
597.2,0.048,0,1105.578,0
597.3,0.074,0,1105.261,0
597.4,0.087,0,1108.866,0
597.5,0.083,0,1112.193,0
597.6,0.08,0,1112.551,0
597.7,0.077,0,1105.203,0
597.8,0.075,0,1108.557,0
597.9,0.072,0,1117.036,0
598,0.069,0,1103.589,0
598.1,0.067,0,1103.555,0
598.2,0.064,0,1108.704,0
598.3,0.063,0,1107.835,0
598.4,0.066,0,1111.217,0
598.5,0.07,0,1101.385,0
598.6,0.068,0,1105.121,0
598.7,0.064,0,1108.833,0
598.8,0.062,0,1106.994,0
598.9,0.059,0,1105.232,0
599,0.057,0,1101.847,0
599.1,0.055,0,1098.651,0
599.2,0.053,0,1113.941,0
599.3,0.052,0,1115.626,0
599.4,0.05,0,1103.526,0
599.5,0.049,0,1111.76,0
599.6,0.047,0,1106.865,0
599.7,0.046,0,1101.824,0
599.8,0.045,0,1113.415,0
599.9,0.045,0,1110.825,0
600,0.046,0,1099.225,0
600.1,0.05,0,1105.726,0
600.2,0.053,0,1109.626,0
600.3,0.052,0,1107.602,0
600.4,0.053,0,1119.937,0
600.5,0.052,0,1109.446,0
600.6,0.05,0,1102.195,0
600.7,0.048,0,1116.193,0
600.8,0.046,0,1114.99,0
600.9,0.045,0,1117.3,0
601,0.044,0,1115.013,0
601.1,0.043,0,1103.559,0
601.2,0.041,0,1108.737,0
601.3,0.041,0,1112.751,0
601.4,0.049,0,1122.497,0
601.5,0.051,0,1117.329,0
601.6,0.049,0,1095.989,0
601.7,0.048,0,1105.266,0
601.8,0.046,0,1113.406,0
601.9,0.045,0,1107.584,0
602,0.055,0,1103.524,0
602.1,0.071,0,1109.579,0
602.2,0.069,0,1115.619,0
602.3,0.067,0,1109.553,0
602.4,0.064,0,1108.662,0
602.5,0.062,0,1114.694,0
602.6,0.061,0,1123.865,0
602.7,0.065,0,1110.13,0
602.8,0.065,0,1103.569,0
602.9,0.062,0,1109.29,0
603,0.061,0,1110.755,0
603.1,0.059,0,1107.763,0
603.2,0.068,0,1112.122,0
603.3,0.074,0,1108.967,0
603.4,0.072,0,1098.1,0
603.5,0.068,0,1110.141,0
603.6,0.067,0,1115.726,0
603.7,0.089,0,1103.519,0
603.8,0.137,0,1097.498,0
603.9,0.132,0,1109.06,0
604,0.126,0,1118.284,0
604.1,0.118,0,1103.516,0
604.2,0.112,0,1105.65,0
604.3,0.106,0,1114.989,0
604.4,0.1,0,1096.989,0
604.5,0.097,0,1094.868,0
604.6,0.093,0,1111.569,0
604.7,0.089,0,1111.761,0
604.8,0.086,0,1110.109,0
604.9,0.082,0,1110.094,0
605,0.079,0,1110.478,0
605.1,0.076,0,1109.03,0
605.2,0.074,0,1115.003,0
605.3,0.071,0,1114.993,0
605.4,0.068,0,1108.667,0
605.5,0.066,0,1108.41,0
605.6,0.064,0,1111.734,0
605.7,0.062,0,1113.433,0
605.8,0.06,0,1108.792,0
605.9,0.062,0,1107.097,0
606,0.062,0,1107.125,0
606.1,0.059,0,1109.535,0
606.2,0.057,0,1118.161,0
606.3,0.054,0,1112.162,0
606.4,0.053,0,1101.812,0
606.5,0.051,0,1105.381,0
606.6,0.05,0,1110.153,0
606.7,0.048,0,1111.781,0
606.8,0.047,0,1108.479,0
606.9,0.045,0,1109.013,0
607,0.044,0,1110.458,0
607.1,0.044,0,1110.151,0
607.2,0.043,0,1113.45,0
607.3,0.042,0,1116.213,0
607.4,0.041,0,1113.114,0
607.5,0.04,0,1117.592,0
607.6,0.04,0,1112.489,0
607.7,0.046,0,1111.509,0
607.8,0.057,0,1110.898,0
607.9,0.056,0,1106.759,0
608,0.054,0,1112.555,0
608.1,0.052,0,1111.056,0
608.2,0.05,0,1104.878,0
608.3,0.048,0,1111.392,0
608.4,0.046,0,1115.566,0
608.5,0.045,0,1114.983,0
608.6,0.044,0,1114.958,0
608.7,0.047,0,1110.082,0
608.8,0.048,0,1110.118,0
608.9,0.047,0,1112.594,0
609,0.046,0,1117.717,0
609.1,0.044,0,1110.392,0
609.2,0.043,0,1111.329,0
609.3,0.042,0,1127.067,0
609.4,0.041,0,1114.56,0
609.5,0.043,0,1103.582,0
609.6,0.05,0,1106.136,0
609.7,0.05,0,1116.23,0
609.8,0.05,0,1115.044,0
609.9,0.048,0,1104.843,0
610,0.046,0,1107.659,0
610.1,0.044,0,1116.945,0
610.2,0.043,0,1110.115,0
610.3,0.043,0,1109.015,0
610.4,0.042,0,1110.496,0
610.5,0.042,0,1111.058,0
610.6,0.04,0,1113.39,0
610.7,0.04,0,1107.193,0
610.8,0.039,0,1105.609,0
610.9,0.041,0,1111.858,0
611,0.042,0,1112.273,0
611.1,0.042,0,1107.567,0
611.2,0.042,0,1105.399,0
611.3,0.041,0,1107.613,0
611.4,0.04,0,1113.087,0
611.5,0.039,0,1106.541,0
611.6,0.038,0,1107.572,0
611.7,0.037,0,1113.411,0
611.8,0.036,0,1106.981,0
611.9,0.035,0,1116.655,0
612,0.036,0,1119.083,0
612.1,0.037,0,1110.14,0
612.2,0.038,0,1111.67,0
612.3,0.038,0,1110.336,0
612.4,0.037,0,1108.695,0
612.5,0.037,0,1112.179,0
612.6,0.037,0,1113.394,0
612.7,0.039,0,1109.265,0
612.8,0.04,0,1113.059,0
612.9,0.041,0,1110.398,0
613,0.041,0,1110.998,0
613.1,0.04,0,1111.738,0
613.2,0.039,0,1108.22,0
613.3,0.039,0,1098.969,0
613.4,0.041,0,1093.91,0
613.5,0.044,0,1103.46,0
613.6,0.044,0,1115.913,0
613.7,0.043,0,1113.389,0
613.8,0.042,0,1106.769,0
613.9,0.044,0,1111.103,0
614,0.046,0,1111.686,0
614.1,0.046,0,1112.602,0
614.2,0.052,0,1105.49,0
614.3,0.053,0,1111.025,0
614.4,0.051,0,1112.51,0
614.5,0.049,0,1103.5,0
614.6,0.048,0,1101.681,0
614.7,0.046,0,1111.817,0
614.8,0.045,0,1116.23,0
614.9,0.046,0,1108.498,0
615,0.049,0,1107.404,0
615.1,0.052,0,1103.5,0
615.2,0.056,0,1097.422,0
615.3,0.054,0,1116.28,0
615.4,0.052,0,1120.745,0
615.5,0.05,0,1101.586,0
615.6,0.048,0,1096.323,0
615.7,0.047,0,1101.871,0
615.8,0.05,0,1107.406,0
615.9,0.053,0,1101.903,0
616,0.051,0,1103.548,0
616.1,0.05,0,1111.7,0
616.2,0.048,0,1108.458,0
616.3,0.047,0,1108.092,0
616.4,0.046,0,1101.764,0
616.5,0.044,0,1101.66,0
616.6,0.043,0,1103.539,0
616.7,0.048,0,1111.707,0
616.8,0.057,0,1124.728,0
616.9,0.059,0,1106.278,0
617,0.058,0,1097.018,0
617.1,0.056,0,1107.047,0
617.2,0.053,0,1110.518,0
617.3,0.052,0,1103.51,0
617.4,0.05,0,1098.435,0
617.5,0.048,0,1113.946,0
617.6,0.047,0,1119.966,0
617.7,0.046,0,1101.723,0
617.8,0.045,0,1094.97,0
617.9,0.043,0,1105.222,0
618,0.043,0,1109.293,0
618.1,0.041,0,1108.483,0
618.2,0.04,0,1107.014,0
618.3,0.039,0,1107.011,0
618.4,0.038,0,1107.042,0
618.5,0.038,0,1103.538,0
618.6,0.043,0,1103.489,0
618.7,0.073,0,1098.498,0
618.8,0.072,0,1094.412,0
618.9,0.069,0,1101.924,0
619,0.066,0,1112.574,0
619.1,0.063,0,1107.883,0
619.2,0.061,0,1097.306,0
619.3,0.059,0,1089.773,0
619.4,0.057,0,1103.548,0
619.5,0.055,0,1106.875,0
619.6,0.053,0,1107.495,0
619.7,0.051,0,1105.305,0
619.8,0.05,0,1103.533,0
619.9,0.048,0,1110.77,0
620,0.047,0,1110.065,0
620.1,0.046,0,1110.078,0
620.2,0.044,0,1112.143,0
620.3,0.043,0,1110.832,0
620.4,0.042,0,1110.467,0
620.5,0.041,0,1111.632,0
620.6,0.052,0,1107.826,0
620.7,0.064,0,1099.463,0
620.8,0.063,0,1101.713,0
620.9,0.061,0,1108.727,0
621,0.058,0,1108.813,0
621.1,0.056,0,1105.957,0
621.2,0.053,0,1105.145,0
621.3,0.051,0,1112.093,0
621.4,0.05,0,1119.054,0
621.5,0.048,0,1111.236,0
621.6,0.047,0,1105.271,0
621.7,0.046,0,1105.101,0
621.8,0.045,0,1101.497,0
621.9,0.043,0,1101.697,0
622,0.042,0,1105.105,0
622.1,0.041,0,1101.704,0
622.2,0.042,0,1096.907,0
622.3,0.042,0,1103.517,0
622.4,0.042,0,1105.698,0
622.5,0.051,0,1106.034,0
622.6,0.061,0,1113.137,0
622.7,0.059,0,1106.841,0
622.8,0.057,0,1102.062,0
622.9,0.055,0,1108.861,0
623,0.053,0,1112.909,0
623.1,0.051,0,1103.476,0
623.2,0.049,0,1084.586,0
623.3,0.048,0,1099.26,0
623.4,0.046,0,1111.723,0
623.5,0.045,0,1105.497,0
623.6,0.044,0,1106.767,0
623.7,0.043,0,1101.849,0
623.8,0.042,0,1105.177,0
623.9,0.041,0,1106.753,0
624,0.039,0,1100.19,0
624.1,0.04,0,1103.436,0
624.2,0.041,0,1105.974,0
624.3,0.042,0,1105.995,0
624.4,0.043,0,1101.72,0
624.5,0.043,0,1101.641,0
624.6,0.042,0,1100.187,0
624.7,0.04,0,1104.619,0
624.8,0.039,0,1110.294,0
624.9,0.038,0,1105.218,0
625,0.037,0,1099.86,0
625.1,0.038,0,1110.757,0
625.2,0.042,0,1110.059,0
625.3,0.045,0,1103.463,0
625.4,0.043,0,1107.311,0
625.5,0.044,0,1108.358,0
625.6,0.044,0,1110.289,0
625.7,0.042,0,1108.35,0
625.8,0.042,0,1100.192,0
625.9,0.043,0,1103.473,0
626,0.046,0,1110.015,0
626.1,0.048,0,1109.265,0
626.2,0.047,0,1087.625,0
626.3,0.047,0,1091.974,0
626.4,0.047,0,1110.734,0
626.5,0.047,0,1110.051,0
626.6,0.045,0,1103.474,0
626.7,0.044,0,1103.481,0
626.8,0.043,0,1103.475,0
626.9,0.042,0,1101.48,0
627,0.044,0,1103.442,0
627.1,0.045,0,1110.577,0
627.2,0.044,0,1111.638,0
627.3,0.043,0,1101.551,0
627.4,0.042,0,1091.439,0
627.5,0.041,0,1090.299,0
627.6,0.039,0,1090.301,0
627.7,0.04,0,1095.187,0
627.8,0.042,0,1097.597,0
627.9,0.049,0,1091.208,0
628,0.057,0,1092.649,0
628.1,0.057,0,1101.286,0
628.2,0.057,0,1089.636,0
628.3,0.057,0,1091.925,0
628.4,0.054,0,1090.49,0
628.5,0.052,0,1085.375,0
628.6,0.05,0,1091.99,0
628.7,0.049,0,1092.024,0
628.8,0.047,0,1089.688,0
628.9,0.048,0,1091.971,0
629,0.049,0,1095.821,0
629.1,0.048,0,1105.12,0
629.2,0.047,0,1098.573,0
629.3,0.045,0,1088.694,0
629.4,0.044,0,1096.592,0
629.5,0.05,0,1096.271,0
629.6,0.057,0,1082.163,0
629.7,0.06,0,1087.144,0
629.8,0.059,0,1101.434,0
629.9,0.068,0,1103.478,0
630,0.082,0,1103.428,0
630.1,0.079,0,1084.274,0
630.2,0.076,0,1083.778,0
630.3,0.073,0,1098.709,0
630.4,0.07,0,1103.455,0
630.5,0.067,0,1090.111,0
630.6,0.064,0,1083.265,0
630.7,0.062,0,1092.747,0
630.8,0.06,0,1091.501,0
630.9,0.058,0,1090.467,0
631,0.056,0,1089.801,0
631.1,0.054,0,1095.354,0
631.2,0.053,0,1096.641,0
631.3,0.051,0,1087.995,0
631.4,0.05,0,1093.147,0
631.5,0.048,0,1103.518,0
631.6,0.06,0,1091.388,0
631.7,0.079,0,1089.331,0
631.8,0.077,0,1097.47,0
631.9,0.074,0,1101.945,0
632,0.071,0,1090.342,0
632.1,0.067,0,1082.852,0
632.2,0.065,0,1088.706,0
632.3,0.062,0,1096.686,0
632.4,0.06,0,1092.596,0
632.5,0.058,0,1089.706,0
632.6,0.057,0,1089,0
632.7,0.055,0,1088.211,0
632.8,0.053,0,1092.078,0
632.9,0.051,0,1093.742,0
633,0.05,0,1093.273,0
633.1,0.049,0,1092.108,0
633.2,0.049,0,1094.912,0
633.3,0.049,0,1101.189,0
633.4,0.057,0,1100.063,0
633.5,0.06,0,1089.459,0
633.6,0.058,0,1077.258,0
633.7,0.065,0,1090.67,0
633.8,0.073,0,1096.301,0
633.9,0.07,0,1092.028,0
634,0.067,0,1088.529,0
634.1,0.064,0,1088.941,0
634.2,0.062,0,1096.935,0
634.3,0.059,0,1088.008,0
634.4,0.058,0,1082.928,0
634.5,0.056,0,1093.238,0
634.6,0.054,0,1100.217,0
634.7,0.052,0,1096.557,0
634.8,0.051,0,1085.414,0
634.9,0.049,0,1091.543,0
635,0.048,0,1099.941,0
635.1,0.047,0,1101.775,0
635.2,0.045,0,1089.405,0
635.3,0.044,0,1082.791,0
635.4,0.043,0,1100.037,0
635.5,0.042,0,1105.82,0
635.6,0.06,0,1101.084,0
635.7,0.073,0,1091.425,0
635.8,0.071,0,1079.199,0
635.9,0.068,0,1087.206,0
636,0.065,0,1095.206,0
636.1,0.062,0,1098.267,0
636.2,0.059,0,1094.932,0
636.3,0.058,0,1091.989,0
636.4,0.055,0,1091.462,0
636.5,0.054,0,1096.246,0
636.6,0.052,0,1096.589,0
636.7,0.051,0,1093.754,0
636.8,0.049,0,1093.214,0
636.9,0.048,0,1097.436,0
637,0.046,0,1092.688,0
637.1,0.045,0,1088.579,0
637.2,0.045,0,1090.449,0
637.3,0.047,0,1085.421,0
637.4,0.058,0,1089.819,0
637.5,0.066,0,1087.358,0
637.6,0.064,0,1088.273,0
637.7,0.062,0,1097.009,0
637.8,0.059,0,1097.214,0
637.9,0.057,0,1099.462,0
638,0.055,0,1095.938,0
638.1,0.053,0,1093.406,0
638.2,0.052,0,1095.379,0
638.3,0.05,0,1096.09,0
638.4,0.049,0,1092.664,0
638.5,0.051,0,1091.459,0
638.6,0.052,0,1095.73,0
638.7,0.051,0,1096.72,0
638.8,0.049,0,1096.363,0
638.9,0.048,0,1095.728,0
639,0.047,0,1096.676,0
639.1,0.047,0,1091.257,0
639.2,0.046,0,1087.285,0
639.3,0.045,0,1095.827,0
639.4,0.044,0,1099.878,0
639.5,0.043,0,1089.307,0
639.6,0.042,0,1091.198,0
639.7,0.042,0,1107.879,0
639.8,0.042,0,1095.322,0
639.9,0.041,0,1089.419,0
640,0.039,0.002,1163.764,0.02
640.1,0.039,0.024,1516.8,0.22
640.2,0.042,0.063,1616.323,0.39
640.3,0.043,0.051,1372.29,-0.12
640.4,0.042,0.049,1449.699,-0.02
640.5,0.041,0.076,1556.388,0.27
640.6,0.04,0.089,1629.544,0.13
640.7,0.039,0.096,1683.881,0.07
640.8,0.038,0.13,1754.956,0.34
640.9,0.037,0.201,2043.375,0.71
641,0.04,0.288,2655.146,0.87
641.1,0.05,0.401,3873.118,1.13
641.2,0.056,0.459,4635.816,0.58
641.3,0.061,0.545,5628.252,0.86
641.4,0.059,0.643,6768.651,0.98
641.5,0.058,0.732,7917.389,0.89
641.6,0.055,0.985,9963.219,2.53
641.7,0.053,1.186,11151.54,2.01
641.8,0.051,1.508,12803.11,3.22
641.9,0.05,1.713,13632.071,2.05
642,0.048,1.98,14825.09,2.67
642.1,0.048,2.154,15805.919,1.74
642.2,0.048,2.413,16785.159,2.59
642.3,0.054,2.564,17270.117,1.51
642.4,0.066,2.843,17714.449,2.79
642.5,0.064,3.009,17931.443,1.66
642.6,0.062,3.204,18208.154,1.95
642.7,0.059,3.404,18316.793,2
642.8,0.058,3.547,18415.472,1.43
642.9,0.056,3.715,18589.402,1.68
643,0.055,3.873,18506.963,1.58
643.1,0.054,3.986,18542.508,1.13
643.2,0.052,4.184,18391.283,1.98
643.3,0.05,4.367,18061.403,1.83
643.4,0.048,4.502,17896.735,1.35
643.5,0.046,4.673,18037.928,1.71
643.6,0.05,4.782,18436.46,1.09
643.7,0.056,4.918,18477.689,1.36
643.8,0.055,5.062,18169.559,1.44
643.9,0.054,5.175,17929.974,1.13
644,0.052,5.321,17542.509,1.46
644.1,0.05,5.412,17308.508,0.91
644.2,0.049,5.546,16912.229,1.34
644.3,0.047,5.628,16640.535,0.82
644.4,0.046,5.748,16245.538,1.2
644.5,0.045,5.818,15994.16,0.7
644.6,0.044,5.911,15684.675,0.93
644.7,0.043,5.983,15326.519,0.72
644.8,0.045,6.058,15100.218,0.75
644.9,0.047,6.134,14871.253,0.76
645,0.046,6.219,14615.458,0.85
645.1,0.044,6.318,14390.372,0.99
645.2,0.042,6.399,14360.23,0.81
645.3,0.041,6.499,14734.346,1
645.4,0.04,6.572,15254.681,0.73
645.5,0.039,6.656,15723.574,0.84
645.6,0.038,6.741,15847.175,0.85
645.7,0.038,6.819,15713.212,0.78
645.8,0.038,6.91,15419.742,0.91
645.9,0.04,6.984,15116.915,0.74
646,0.039,7.053,14825.519,0.69
646.1,0.039,7.103,14603.77,0.5
646.2,0.042,7.19,14173.919,0.87
646.3,0.042,7.242,13907.708,0.52
646.4,0.041,7.299,13697.508,0.57
646.5,0.06,7.354,13411.675,0.55
646.6,0.073,7.388,13276.985,0.34
646.7,0.071,7.434,13116.593,0.46
646.8,0.068,7.495,12866.927,0.61
646.9,0.065,7.547,12756.144,0.52
647,0.062,7.617,12713.085,0.7
647.1,0.06,7.684,12706.159,0.67
647.2,0.058,7.734,12702.732,0.5
647.3,0.056,7.788,12767.188,0.54
647.4,0.055,7.827,12719.156,0.39
647.5,0.053,7.883,12529.477,0.56
647.6,0.052,7.92,12399.766,0.37
647.7,0.05,7.983,12095.035,0.63
647.8,0.049,8.025,11910.517,0.42
647.9,0.048,8.071,11916.268,0.46
648,0.046,8.114,12206.804,0.43
648.1,0.045,8.16,12629.023,0.46
648.2,0.044,8.212,12983.495,0.52
648.3,0.042,8.269,13161.173,0.57
648.4,0.042,8.309,13285.646,0.4
648.5,0.047,8.354,13509.444,0.45
648.6,0.053,8.4,13790.362,0.46
648.7,0.052,8.439,13999.58,0.39
648.8,0.05,8.501,14208.557,0.62
648.9,0.048,8.579,14380.981,0.78
649,0.047,8.628,14492.131,0.49
649.1,0.045,8.706,14632.121,0.78
649.2,0.044,8.756,14689.986,0.5
649.3,0.042,8.812,14783.669,0.56
649.4,0.041,8.872,14864.726,0.6
649.5,0.04,8.938,14960.379,0.66
649.6,0.039,8.992,15029.781,0.54
649.7,0.04,9.063,15174.342,0.71
649.8,0.042,9.11,15264.226,0.47
649.9,0.042,9.173,15334.792,0.63
650,0.046,9.21,15426.785,0.37
650.1,0.052,9.27,15550.994,0.6
650.2,0.051,9.331,15631.791,0.61
650.3,0.049,9.389,15689.537,0.58
650.4,0.049,9.441,15716.724,0.52
650.5,0.05,9.483,15763.485,0.42
650.6,0.05,9.531,15826.391,0.48
650.7,0.049,9.589,15834.241,0.58
650.8,0.048,9.634,15845.262,0.45
650.9,0.045,9.717,15898.2,0.83
651,0.044,9.762,15967.118,0.45
651.1,0.042,9.852,16141.302,0.9
651.2,0.042,9.9,16243.043,0.48
651.3,0.048,9.963,16358.686,0.63
651.4,0.054,10.012,16407.913,0.49
651.5,0.052,10.078,16485.581,0.66
651.6,0.05,10.123,16535.756,0.45
651.7,0.049,10.187,16598.01,0.64
651.8,0.047,10.237,16650.125,0.5
651.9,0.046,10.301,16732.435,0.64
652,0.045,10.356,16802.346,0.55
652.1,0.044,10.394,16901.399,0.38
652.2,0.043,10.431,17000.431,0.37
652.3,0.05,10.459,17142.665,0.28
652.4,0.064,10.52,17310.698,0.61
652.5,0.062,10.568,17449.101,0.48
652.6,0.06,10.625,17625.57,0.57
652.7,0.057,10.71,17827.017,0.85
652.8,0.055,10.768,17868.561,0.58
652.9,0.053,10.843,17772.318,0.75
653,0.051,10.901,17593.843,0.58
653.1,0.049,10.967,17384.13,0.66
653.2,0.048,11.009,17262.678,0.42
653.3,0.047,11.06,17227.789,0.51
653.4,0.045,11.112,17222.374,0.52
653.5,0.044,11.178,17159.226,0.66
653.6,0.043,11.223,17072.065,0.45
653.7,0.042,11.293,16772.762,0.7
653.8,0.044,11.335,16301.917,0.42
653.9,0.046,11.387,14974.918,0.52
654,0.047,11.42,13473.638,0.33
654.1,0.045,11.463,12219.643,0.43
654.2,0.044,11.489,11943.713,0.26
654.3,0.045,11.522,11913.583,0.33
654.4,0.044,11.559,11871.127,0.37
654.5,0.042,11.591,12214.397,0.32
654.6,0.041,11.636,13767.984,0.45
654.7,0.04,11.669,15374.592,0.33
654.8,0.039,11.707,16853.662,0.38
654.9,0.038,11.761,18495.186,0.54
655,0.037,11.809,19526.207,0.48
655.1,0.039,11.853,20303.632,0.44
655.2,0.042,11.914,20868.27,0.61
655.3,0.041,11.968,21184.99,0.54
655.4,0.041,12.036,21399.685,0.68
655.5,0.041,12.099,21392.732,0.63
655.6,0.043,12.163,21407.826,0.64
655.7,0.046,12.221,21258.314,0.58
655.8,0.05,12.267,20922.32,0.46
655.9,0.068,12.345,20640.314,0.78
656,0.066,12.387,20756.175,0.42
656.1,0.064,12.447,20617.271,0.6
656.2,0.061,12.523,19800.592,0.76
656.3,0.059,12.579,19455.046,0.56
656.4,0.056,12.645,19772.053,0.66
656.5,0.054,12.706,19789.116,0.61
656.6,0.053,12.752,19552.635,0.46
656.7,0.051,12.809,19814.845,0.57
656.8,0.05,12.849,20265.105,0.4
656.9,0.048,12.914,20575.703,0.65
657,0.047,12.963,20530.796,0.49
657.1,0.045,13.027,20042.67,0.64
657.2,0.044,13.073,19632.477,0.46
657.3,0.044,13.14,19180.741,0.67
657.4,0.043,13.196,18536.394,0.56
657.5,0.042,13.24,17685.494,0.44
657.6,0.041,13.282,16972.611,0.42
657.7,0.04,13.326,15983.892,0.44
657.8,0.04,13.358,15292.418,0.32
657.9,0.041,13.385,14662.347,0.27
658,0.042,13.408,14058.951,0.23
658.1,0.043,13.428,13535.882,0.2
658.2,0.053,13.449,12781.136,0.21
658.3,0.062,13.488,11824.756,0.39
658.4,0.06,13.51,11156.112,0.22
658.5,0.057,13.536,9855.754,0.26
658.6,0.056,13.554,8921.885,0.18
658.7,0.054,13.573,7747.104,0.19
658.8,0.052,13.59,6568.897,0.17
658.9,0.051,13.6,5662.753,0.1
659,0.049,13.6,4542.562,0
659.1,0.048,13.6,3882.84,0
659.2,0.046,13.596,3252.495,-0.04
659.3,0.045,13.587,3016.657,-0.09
659.4,0.044,13.578,3015.221,-0.09
659.5,0.046,13.578,3228.183,0
659.6,0.049,13.578,3427.483,0
659.7,0.055,13.572,3711.976,-0.06
659.8,0.066,13.56,4112.382,-0.12
659.9,0.073,13.556,4616.906,-0.04
660,0.07,13.556,5062.276,0
660.1,0.067,13.556,5377.308,0
660.2,0.065,13.556,5621.137,0
660.3,0.062,13.556,5721.464,0
660.4,0.059,13.556,5856.646,0
660.5,0.057,13.556,5993.72,0
660.6,0.056,13.556,6036.88,0
660.7,0.054,13.562,6076.734,0.06
660.8,0.052,13.57,6063.541,0.08
660.9,0.05,13.578,5861.035,0.08
661,0.049,13.578,5695.034,0
661.1,0.047,13.582,5544.037,0.04
661.2,0.046,13.588,5442.34,0.06
661.3,0.045,13.584,5519.422,-0.04
661.4,0.044,13.578,5698.569,-0.06
661.5,0.044,13.578,5837.499,0
661.6,0.044,13.578,5807.678,0
661.7,0.047,13.578,5809.76,0
661.8,0.05,13.578,5854.868,0
661.9,0.051,13.582,5941.523,0.04
662,0.049,13.593,5916.974,0.11
662.1,0.047,13.6,5856.695,0.07
662.2,0.045,13.6,5863.078,0
662.3,0.044,13.6,5914.548,0
662.4,0.043,13.609,5928.221,0.09
662.5,0.042,13.622,5954.391,0.13
662.6,0.041,13.622,6031.399,0
662.7,0.041,13.622,6162.938,0
662.8,0.042,13.622,6323.355,0
662.9,0.041,13.622,6523.725,0
663,0.04,13.622,6828.43,0
663.1,0.039,13.622,6972.157,0
663.2,0.039,13.635,6929.085,0.13
663.3,0.039,13.649,6802.383,0.14
663.4,0.04,13.661,6624.801,0.12
663.5,0.051,13.667,6487.826,0.06
663.6,0.066,13.667,6403.486,0
663.7,0.064,13.671,6361.686,0.04
663.8,0.062,13.68,6313.503,0.09
663.9,0.059,13.689,6324.552,0.09
664,0.057,13.681,6498.274,-0.08
664.1,0.055,13.671,6841.469,-0.1
664.2,0.053,13.683,6954.417,0.12
664.3,0.052,13.701,6757.993,0.18
664.4,0.05,13.711,6534.025,0.1
664.5,0.049,13.711,6586.596,0
664.6,0.047,13.711,6800.249,0
664.7,0.046,13.711,6859.225,0
664.8,0.044,13.72,6748.906,0.09
664.9,0.043,13.731,6599.332,0.11
665,0.042,13.733,6501.105,0.02
665.1,0.045,13.736,6375.688,0.03
665.2,0.046,13.747,6279.035,0.11
665.3,0.045,13.756,6175.528,0.09
665.4,0.048,13.756,6134.482,0
665.5,0.048,13.756,6173.385,0
665.6,0.047,13.756,6208.207,0
665.7,0.045,13.756,6173.8,0
665.8,0.044,13.756,6035.865,0
665.9,0.043,13.766,5842.308,0.1
666,0.041,13.778,5621.875,0.12
666.1,0.041,13.778,5428.494,0
666.2,0.043,13.778,5269.11,0
666.3,0.043,13.778,5201.076,0
666.4,0.046,13.778,5147.164,0
666.5,0.048,13.778,5101.584,0
666.6,0.049,13.778,5007.134,0
666.7,0.047,13.778,4869.757,0
666.8,0.046,13.778,4799.996,0
666.9,0.045,13.778,4743.108,0
667,0.044,13.778,4664.146,0
667.1,0.046,13.778,4597.717,0
667.2,0.057,13.778,4522.731,0
667.3,0.058,13.778,4511.519,0
667.4,0.056,13.778,4522.328,0
667.5,0.054,13.778,4545.208,0
667.6,0.052,13.774,4613.724,-0.04
667.7,0.05,13.764,4770.383,-0.1
667.8,0.048,13.756,5013.917,-0.08
667.9,0.047,13.756,5083.864,0
668,0.046,13.756,5051.479,0
668.1,0.044,13.756,4935.468,0
668.2,0.043,13.764,4753.66,0.08
668.3,0.042,13.773,4549.25,0.09
668.4,0.041,13.775,4458.891,0.02
668.5,0.04,13.763,4543.761,-0.12
668.6,0.039,13.756,4677.594,-0.07
668.7,0.038,13.756,4912.437,0
668.8,0.038,13.756,5056.897,0
668.9,0.044,13.756,5223.851,0
669,0.058,13.753,5356.309,-0.03
669.1,0.06,13.747,5454.681,-0.06
669.2,0.059,13.748,5512.505,0.01
669.3,0.056,13.754,5443.743,0.06
669.4,0.054,13.754,5297.224,0
669.5,0.052,13.762,5040.107,0.08
669.6,0.05,13.769,4768.712,0.07
669.7,0.049,13.76,4860.087,-0.09
669.8,0.047,13.74,5237.209,-0.2
669.9,0.046,13.733,5451.137,-0.07
670,0.045,13.733,5485.608,0
670.1,0.043,13.738,5366.546,0.05
670.2,0.042,13.747,5199.261,0.09
670.3,0.041,13.756,4781.178,0.09
670.4,0.04,13.756,4571.885,0
670.5,0.039,13.756,4405.758,0
670.6,0.039,13.756,4338.076,0
670.7,0.042,13.756,4281.259,0
670.8,0.045,13.756,4344.964,0
