Time,Accuracy,Speed,BatteryPower,Acceleration,BatteryPower_SG,Speed_SG,Acceleration_SG
71.4,0.047,0.0,1085.272,0.0,1082.200002331,0.0,0.0
71.5,0.046,0.0,1087.698,0.0,1083.04570629371,0.0,0.0
71.6,0.045,0.0,1084.804,0.0,1083.44874825175,0.0,0.0
71.7,0.043,0.0,1083.335,0.0,1085.07947086247,0.0,0.0
71.8,0.042,0.0,1082.731,0.0,1087.24268997669,0.0,0.0
71.9,0.041,0.0,1085.491,0.0,1087.19033100233,0.0,0.0
72.0,0.04,0.0,1091.552,0.0,1087.15002097902,0.0,0.0
72.1,0.041,0.0,1093.08,0.0,1088.59815384615,0.0,0.0
72.2,0.042,0.0,1089.543,0.0,1090.89095104895,0.0,0.0
72.3,0.043,0.0,1085.528,0.0,1091.84686946387,0.0,0.0
72.4,0.047,0.0,1088.249,0.0,1091.76609324009,0.0,0.0
72.5,0.05,0.0,1096.61,0.0,1089.46493240093,0.0,0.0
72.6,0.051,0.0,1093.819,0.0,1086.91625407925,0.0,0.0
72.7,0.049,0.0,1082.994,0.0,1084.83588578089,0.0,0.0
72.8,0.047,0.0,1081.311,0.0,1082.62203962704,0.0,0.0
72.9,0.045,0.0,1073.984,0.0,1081.85116783217,0.0,0.0
73.0,0.044,0.0,1079.579,0.0,1081.83992074592,0.0,0.0
73.1,0.043,0.0,1084.415,0.0,1083.19285780886,0.0,0.0
73.2,0.042,0.0,1087.893,0.0,1085.26128904429,0.0,0.0
73.3,0.04,0.0,1094.828,0.0,1086.61773892774,0.0,0.0
73.4,0.039,0.0,1085.492,0.0,1087.1644988345,0.0,0.0
73.5,0.038,0.0,1080.939,0.0,1084.66071561772,0.0,0.0
73.6,0.038,0.0,1082.67,0.0,1082.80882051282,0.0,0.0
73.7,0.039,0.0,1083.232,0.0,1082.4642960373,0.0,0.0
73.8,0.04,0.0,1080.032,0.0,1083.06149184149,0.0,0.0
73.9,0.04,0.0,1080.501,0.0,1085.38831701632,0.0,0.0
74.0,0.05,0.0,1091.777,0.0,1086.05447785548,0.0,0.0
74.1,0.065,0.0,1092.687,0.0,1086.75752447552,0.0,0.0
74.2,0.063,0.0,1087.781,0.0,1088.63527738928,0.0,0.0
74.3,0.061,0.0,1085.141,0.0,1090.62588111888,0.0,0.0
74.4,0.059,0.0,1083.895,0.0,1088.76898135198,0.0,0.0
74.5,0.057,0.0,1093.649,0.0,1086.6207995338,0.0,0.0
74.6,0.054,0.0,1093.637,0.0,1087.54373659674,0.0,0.0
74.7,0.052,0.0,1085.449,0.0,1088.91105128205,0.0,0.0
74.8,0.051,0.0,1076.323,0.0,1088.86892074592,0.0,0.0
74.9,0.049,0.0,1093.717,0.0,1087.23415384615,0.0,0.0
75.0,0.048,0.0,1095.891,0.0,1086.38761771562,0.0,0.0
75.1,0.046,0.0,1085.077,0.0,1087.80061771562,0.0,0.0
75.2,0.045,0.0,1081.929,0.0,1089.00928205128,0.0,0.0
75.3,0.045,0.0,1085.74,0.0,1090.03217482517,0.0,0.0
75.4,0.044,0.0,1096.356,0.0,1088.45980652681,0.0,0.0
75.5,0.043,0.0,1091.194,0.0,1087.62001398601,0.0,0.0
75.6,0.042,0.0,1084.487,0.0,1088.17450815851,0.0,0.0
75.7,0.041,0.0,1089.655,0.0,1086.24827505828,0.0,0.0
75.8,0.049,0.0,1082.918,0.0,1083.83735664336,0.0,0.0
75.9,0.058,0.0,1080.424,0.0,1085.07801864802,0.0,0.0
76.0,0.057,0.0,1086.418,0.0,1088.68665034965,0.0,0.0
76.1,0.056,0.0,1083.813,0.0,1090.88931934732,0.0,0.0
76.2,0.053,0.0,1097.251,0.0,1090.46667832168,0.0,0.0
76.3,0.051,0.0,1106.908,0.0,1090.11651981352,0.0,0.0
76.4,0.049,0.0,1087.871,0.0,1088.74534032634,0.0,0.0
76.5,0.048,0.0,1077.478,0.0,1087.26513286713,0.0,0.0
76.6,0.046,0.0,1077.759,0.0,1086.41695337995,0.0,0.0
76.7,0.045,0.0,1084.94,0.0,1085.50481585082,0.0,0.0
76.8,0.044,0.0,1090.588,0.0,1087.23290675991,0.0,0.0
76.9,0.043,0.0,1095.439,0.0,1090.88699300699,0.0,0.0
77.0,0.042,0.0,1093.788,0.0,1092.06023310023,0.0,0.0
77.1,0.04,0.0,1094.717,0.0,1091.87752214452,0.0,0.0
77.2,0.04,0.0,1090.475,0.0,1091.19253846154,0.0,0.0
77.3,0.04,0.0,1082.25,0.0,1089.46191841492,0.0,0.0
77.4,0.04,0.0,1085.11,0.0,1087.25831002331,0.0,0.0
77.5,0.04,0.0,1093.131,0.0,1087.96676689977,0.0,0.0
77.6,0.042,0.0,1091.306,0.0,1088.25568065268,0.0,0.0
77.7,0.043,0.0,1083.782,0.0,1088.41828904429,0.0,0.0
77.8,0.043,0.0,1087.436,0.0,1089.5976037296,0.0,0.0
77.9,0.062,0.0,1096.251,0.0,1088.35742657343,0.0,0.0
78.0,0.078,0.0,1083.236,0.0,1086.50208857809,0.0,0.0
78.1,0.076,0.0,1084.404,0.0,1086.03127738928,0.0,0.0
78.2,0.072,0.0,1090.468,0.0,1086.92082983683,0.0,0.0
78.3,0.07,0.0,1081.704,0.0,1086.36420512821,0.0,0.0
78.4,0.066,0.0,1086.386,0.0,1087.03157342657,0.0,0.0
78.5,0.064,0.0,1091.025,0.0,1090.66419347319,0.0,0.0
78.6,0.061,0.0,1094.694,0.0,1092.37524242424,0.0,0.0
78.7,0.059,0.0,1091.188,0.0,1094.0065011655,0.0,0.0
78.8,0.057,0.0,1098.609,0.0,1095.54673659674,0.0,0.0
78.9,0.055,0.0,1098.19,0.0,1094.87674125874,0.0,0.0
79.0,0.054,0.0,1092.022,0.0,1094.72863869464,0.0,0.0
79.1,0.052,0.0,1094.126,0.0,1094.89695104895,0.0,0.0
79.2,0.05,0.0,1090.439,0.0,1094.57820512821,0.0,0.0
79.3,0.049,0.0,1093.737,0.0,1093.28558741259,0.0,0.0
79.4,0.047,0.0,1098.202,0.0,1090.61486247086,0.0,0.0
79.5,0.046,0.0,1092.947,0.0,1090.77483682984,0.0,0.0
79.6,0.046,0.0,1087.334,0.0,1092.69004662005,0.0,0.0
79.7,0.045,0.0,1088.381,0.0,1095.54423310023,0.0,0.0
79.8,0.045,0.0,1086.051,0.0,1094.51376923077,0.0,0.0
79.9,0.05,0.0,1108.67,0.0,1091.84096503497,0.0,0.0
80.0,0.052,0.0,1104.416,0.0,1091.76232167832,0.0,0.0
80.1,0.05,0.0,1089.577,0.0,1092.13553846154,0.0,0.0
80.2,0.048,0.0,1073.96,0.0,1094.0618974359,0.0,0.0
80.3,0.046,0.0,1086.143,0.0,1094.8741002331,0.0,0.0
80.4,0.045,0.0,1103.435,0.0,1092.63405128205,0.0,0.0
80.5,0.044,0.0,1101.955,0.0,1093.49225407925,0.0,0.0
80.6,0.043,0.0,1104.952,0.0,1094.61834965035,0.0,0.0
80.7,0.041,0.0,1087.136,0.0,1095.24533100233,0.0,0.0
80.8,0.041,0.0,1082.201,0.0,1091.79826340326,0.0,0.0
80.9,0.042,0.0,1087.602,0.0,1087.29472261072,0.0,0.0
81.0,0.046,0.0,1087.036,0.0,1085.22622610723,0.0,0.0
81.1,0.047,0.0,1091.971,0.0,1083.95634965035,0.0,0.0
81.2,0.045,0.0,1083.787,0.0,1086.53893006993,0.0,0.0
81.3,0.047,0.0,1082.672,0.0,1088.39574825175,0.0,0.0
81.4,0.052,0.0,1087.887,0.0,1089.98653613054,0.0,0.0
81.5,0.05,0.0,1090.505,0.0,1091.75260606061,0.0,0.0
81.6,0.05,0.0,1099.182,0.0,1091.78682983683,0.0,0.0
81.7,0.074,0.0,1094.55,0.0,1091.31865734266,0.0,0.0
81.8,0.077,0.0,1092.256,0.0,1089.57828205128,0.0,0.0
81.9,0.074,0.0,1084.898,0.0,1088.06744289044,0.0,0.0
82.0,0.071,0.0,1078.878,0.0,1086.40535664336,0.0,0.0
82.1,0.068,0.0,1081.979,0.0,1084.93366666667,0.0,0.0
82.2,0.065,0.0,1089.612,0.0,1086.3293030303,0.0,0.0
82.3,0.063,0.0,1093.113,0.0,1087.91413986014,0.0,0.0
82.4,0.06,0.0,1086.842,0.0,1088.81461771562,0.0,0.0
82.5,0.058,0.0,1088.667,0.0,1087.80451515152,0.0,0.0
82.6,0.056,0.0,1090.395,0.0,1085.76148018648,0.0,0.0
82.7,0.054,0.0,1082.209,0.0,1084.25328671329,0.0,0.0
82.8,0.053,0.0,1077.76,0.0,1083.38584848485,0.0,0.0
82.9,0.051,0.0,1080.421,0.0,1083.60799067599,0.0,0.0
83.0,0.05,0.0,1088.742,0.0,1083.49451981352,0.0,0.0
83.1,0.049,0.0,1090.39,0.0,1086.59426573427,0.0,0.0
83.2,0.047,0.0,1086.534,0.0,1091.59093706294,0.0,0.0
83.3,0.046,0.0,1090.453,0.0,1095.21881351981,0.0,0.0
83.4,0.047,0.0,1095.994,0.0,1096.494002331,0.0,0.0
83.5,0.056,0.0,1106.831,0.0,1095.14575757576,0.0,0.0
83.6,0.059,0.0,1097.266,0.0,1094.06555244755,0.0,0.0
83.7,0.058,0.0,1088.928,0.0,1092.46997668998,0.0,0.0
83.8,0.055,0.0,1084.755,0.0,1089.23215617716,0.0,0.0
83.9,0.053,0.0,1082.164,0.0,1086.75,0.0,0.0
84.0,0.051,0.0,1088.793,0.0,1086.01623543124,0.0,0.0
84.1,0.05,0.0,1087.14,0.0,1088.03054079254,0.0,0.0
84.2,0.048,0.0,1088.587,0.0,1089.69077855478,0.0,0.0
84.3,0.047,0.0,1094.779,0.0,1090.76518414918,0.0,0.0
84.4,0.046,0.0,1093.328,0.0,1089.51524941725,0.0,0.0
84.5,0.045,0.0,1087.119,0.0,1087.43815151515,0.0,0.0
84.6,0.043,0.0,1083.829,0.0,1086.53011421911,0.0,0.0
84.7,0.042,0.0,1083.854,0.0,1084.75643822844,0.0,0.0
84.8,0.041,0.0,1078.893,0.0,1083.69601165501,0.0,0.0
84.9,0.04,0.0,1087.647,0.0,1084.36741025641,0.0,0.0
85.0,0.04,0.0,1088.754,0.0,1086.61593473193,0.0,-0.0138461538461546
85.1,0.04,0.0,1085.281,0.0,1060.27786713287,-0.0027692307692307,-0.0292657342657338
85.2,0.063,0.0,1090.917,0.0,1059.97012354312,-0.0058531468531468,0.0083216783216782
85.3,0.078,0.0,1090.61,0.0,1106.49682051282,-0.0011048951048951,0.098426573426572
85.4,0.075,0.0,1091.339,0.0,1165.28027505828,0.0138321678321678,0.136736596736595
85.5,0.073,0.0,1086.121,0.0,1236.40579020979,0.0262424242424242,0.106923076923083
85.6,0.069,0.033,1420.14,0.33,1308.91102097902,0.0352167832167832,0.0716550116550107
85.7,0.067,0.078,1519.001,0.45,1372.9045967366,0.0405734265734266,0.0269813519813516
85.8,0.063,0.073,1403.456,-0.05,1421.81998834499,0.0406130536130536,-0.0331701631701627
85.9,0.061,0.012,1422.091,-0.61,1445.5467972028,0.0339393939393939,-0.0977389277389264
86.0,0.059,0.006,1399.936,-0.06,1434.46344988345,0.0210652680652681,-0.158018648018657
86.1,0.058,0.0,1381.865,-0.06,1381.71209090909,0.0023356643356643,-0.181317016317014
86.2,0.055,-0.013,1362.752,-0.13,1351.1642004662,-0.0151981351981352,-0.123216783216781
86.3,0.054,-0.022,1333.334,-0.09,1332.93153846154,-0.0223076923076923,-0.0261888111888108
86.4,0.052,-0.022,1305.704,0.0,1308.47790675991,-0.0204358974358974,0.0116550116550115
86.5,0.051,-0.022,1292.92,0.0,1296.87715384615,-0.01997668997669,0.0181585081585092
86.6,0.049,-0.02,1272.414,0.02,1285.35491841492,-0.0168041958041958,0.0421445221445216
86.7,0.048,-0.01,1257.24,0.1,1276.5507039627,-0.0115477855477855,0.051713286713286
86.8,0.048,-0.002,1297.848,0.08,1271.76918181818,-0.0064615384615384,0.0444055944055938
86.9,0.048,0.0,1291.884,0.02,1268.28808158508,-0.0026666666666666,0.0327039627039622
87.0,0.059,0.0,1243.154,0.0,1262.0020979021,7.92540792540787e-05,0.0196503496503508
87.1,0.073,0.0,1247.27,0.0,1252.70301398601,0.0012634032634032,0.0035897435897435
87.2,0.07,0.0,1245.103,0.0,1240.67262937063,0.0007972027972027,-0.0054778554778554
87.3,0.067,0.0,1231.825,0.0,1228.69977855478,0.0001678321678321,-0.0039860139860139
87.4,0.064,0.0,1211.821,0.0,1222.16609090909,0.0,-0.0008391608391608
87.5,0.062,0.0,1203.506,0.0,1212.45492307692,0.0,0.0
87.6,0.059,0.0,1208.672,0.0,1195.60327272727,0.0,0.0
87.7,0.058,0.0,1202.724,0.0,1177.97981585082,0.0,0.0
87.8,0.056,0.0,1155.963,0.0,1161.1424009324,0.0,0.0
87.9,0.054,0.0,1119.585,0.0,1144.00725407925,0.0,0.0
88.0,0.052,0.0,1124.145,0.0,1124.73186480187,0.0,0.0
88.1,0.051,0.0,1112.277,0.0,1106.07188811189,0.0,0.0
88.2,0.049,0.0,1101.873,0.0,1093.02633100233,0.0,0.0
88.3,0.048,0.0,1087.804,0.0,1088.66404895105,0.0,0.0
88.4,0.046,0.0,1077.453,0.0,1087.39536829837,0.0,0.0
88.5,0.045,0.0,1078.838,0.0,1084.96025174825,0.0,0.0
88.6,0.044,0.0,1085.426,0.0,1086.18818881119,0.0,0.0
88.7,0.043,0.0,1096.681,0.0,1087.86933333333,0.0,0.0
88.8,0.046,0.0,1099.468,0.0,1090.2269020979,0.0,0.0
88.9,0.047,0.0,1089.552,0.0,1093.48687412587,0.0,0.0
89.0,0.046,0.0,1088.505,0.0,1092.48289044289,0.0,0.0
89.1,0.045,0.0,1084.845,0.0,1088.14489277389,0.0,0.0
89.2,0.043,0.0,1090.201,0.0,1084.45949184149,0.0,0.0
89.3,0.042,0.0,1092.781,0.0,1084.30341258741,0.0,0.0
89.4,0.042,0.0,1073.976,0.0,1086.53535198135,0.0,0.0
89.5,0.041,0.0,1079.752,0.0,1088.57962703963,0.0,0.0
89.6,0.039,0.0,1096.484,0.0,1091.09715151515,0.0,0.0
89.7,0.039,0.0,1101.638,0.0,1094.42528904429,0.0,0.0
89.8,0.039,0.0,1097.744,0.0,1097.46167599068,0.0,0.0
89.9,0.04,0.0,1096.996,0.0,1099.95624941725,0.0,0.0
90.0,0.039,0.0,1098.633,0.0,1097.37995337995,0.0,0.0
90.1,0.039,0.0,1099.642,0.0,1092.48641491841,0.0,0.0
90.2,0.04,0.0,1086.874,0.0,1089.62533566434,0.0,0.0
90.3,0.041,0.0,1084.371,0.0,1089.04477622378,0.0,0.0
90.4,0.04,0.0,1083.809,0.0,1090.1457972028,0.0,0.0
90.5,0.039,0.0,1088.737,0.0,1091.13714685315,0.0,0.0
90.6,0.04,0.0,1097.685,0.0,1092.2311981352,0.0,0.0
90.7,0.048,0.0,1100.007,0.0,1093.51755011655,0.0,0.0
90.8,0.052,0.0,1098.238,0.0,1092.13014685315,0.0,0.0
90.9,0.051,0.0,1086.851,0.0,1091.23947319347,0.0,0.0
91.0,0.05,0.0,1084.442,0.0,1089.85631701632,0.0,0.0
91.1,0.048,0.0,1084.195,0.0,1089.04121445221,0.0,0.0
91.2,0.046,0.0,1087.427,0.0,1090.40209090909,0.0,0.0
91.3,0.044,0.0,1099.86,0.0,1092.44540559441,0.0,0.0
91.4,0.043,0.0,1096.34,0.0,1094.1901981352,0.0,0.0
91.5,0.042,0.0,1096.988,0.0,1094.69227039627,0.0,0.0
91.6,0.042,0.0,1095.346,0.0,1093.90665967366,0.0,0.0
91.7,0.042,0.0,1087.889,0.0,1092.13474825175,0.0,0.0
91.8,0.041,0.0,1086.48,0.0,1090.75772261072,0.0,0.0
91.9,0.041,0.0,1091.572,0.0,1090.78432167832,0.0,0.0
92.0,0.041,0.0,1090.532,0.0,1090.1874032634,0.0,0.0
92.1,0.041,0.0,1092.714,0.0,1090.03406293706,0.0,0.0
92.2,0.04,0.0,1094.125,0.0,1089.1067972028,0.0,0.0
92.3,0.04,0.0,1086.891,0.0,1088.47136596737,0.0,0.0
92.4,0.041,0.0,1084.929,0.0,1089.63731468531,0.0,0.0
92.5,0.042,0.0,1086.943,0.0,1090.64196037296,0.0,0.0
92.6,0.048,0.0,1087.086,0.0,1090.50849417249,0.0,0.0
92.7,0.065,0.0,1099.908,0.0,1091.0181002331,0.0,0.0
92.8,0.067,0.0,1101.144,0.0,1093.02097202797,0.0,0.0
92.9,0.065,0.0,1086.493,0.0,1094.03842657343,0.0,0.0
93.0,0.062,0.0,1087.124,0.0,1093.68543822844,0.0,0.0
93.1,0.059,0.0,1093.874,0.0,1092.15494405594,0.0,0.0
93.2,0.06,0.0,1095.338,0.0,1088.6911958042,0.0,0.0
93.3,0.061,0.0,1089.563,0.0,1088.0467972028,0.0,0.0
93.4,0.059,0.0,1086.073,0.0,1089.87198601399,0.0,0.0
93.5,0.057,0.0,1084.341,0.0,1089.31125641026,0.0,0.0
93.6,0.055,0.0,1084.88,0.0,1086.99901631702,0.0,0.0
93.7,0.053,0.0,1094.169,0.0,1085.37911655012,0.0,0.0
93.8,0.052,0.0,1091.315,0.0,1086.96531468531,0.0,0.0
93.9,0.05,0.0,1080.958,0.0,1087.82408158508,0.0,0.0
94.0,0.049,0.0,1079.976,0.0,1086.48982517483,0.0,0.0
94.1,0.047,0.0,1087.99,0.0,1084.95507226107,0.0,0.0
94.2,0.046,0.0,1095.316,0.0,1084.18134032634,0.0,0.0
94.3,0.045,0.0,1080.429,0.0,1085.51627039627,0.0,0.0
94.4,0.044,0.0,1077.752,0.0,1074.14965501166,0.0,-0.0062937062937062
94.5,0.046,0.0,1088.684,0.0,1055.14061072261,-0.0012587412587412,-0.0139510489510497
94.6,0.052,0.0,1090.96,0.0,1072.95417016317,-0.0027902097902097,-0.0005944055944055
94.7,0.054,0.0,1086.511,0.0,1132.56165501166,-0.0013776223776223,0.0244289044289041
94.8,0.054,0.0,1081.694,0.0,1197.2258997669,0.002095571095571,0.0462004662004656
94.9,0.052,0.0,1232.968,0.0,1264.74993473193,0.0078624708624708,0.0731585081585071
95.0,0.05,0.015,1492.393,0.15,1336.50553146853,0.0167272727272727,0.101934731934738
95.1,0.048,0.037,1511.874,0.22,1414.60704662005,0.0282494172494172,0.128578088578087
95.2,0.046,0.044,1403.144,0.07,1488.88365501166,0.0424428904428904,0.163298368298366
95.3,0.045,0.06,1489.045,0.16,1550.4584032634,0.0609090909090909,0.201620046620044
95.4,0.045,0.081,1578.038,0.21,1590.03482517483,0.0827668997668998,0.231911421911419
95.5,0.045,0.102,1656.541,0.21,1625.22140792541,0.107291375291375,0.25545454545456
95.6,0.045,0.132,1699.319,0.3,1686.26378554779,0.133857808857809,0.296981351981348
95.7,0.043,0.171,1753.855,0.39,1752.99443589744,0.166687645687646,0.338275058275053
95.8,0.042,0.203,1799.834,0.32,1793.74284149184,0.201512820512821,0.357389277389273
95.9,0.043,0.238,1820.969,0.35,1825.78066666667,0.238165501165501,0.368986013986009
96.0,0.043,0.269,1846.409,0.31,1850.91556410256,0.275310023310023,0.362482517482538
96.1,0.046,0.318,1884.383,0.49,1868.75550815851,0.310662004662005,0.341678321678317
96.2,0.047,0.348,1901.635,0.3,1860.00363869464,0.343645687645688,0.349032634032629
96.3,0.046,0.384,1920.058,0.36,1866.86573659674,0.380468531468531,0.382715617715612
96.4,0.051,0.416,1943.088,0.32,1925.39343589744,0.420188811188811,0.40029137529137
96.5,0.053,0.451,1992.692,0.35,2059.09792307692,0.460526806526807,0.39675990675993
96.6,0.051,0.496,2117.015,0.45,2277.4947972028,0.499540792540793,0.409766899766894
96.7,0.05,0.562,2562.951,0.66,2588.54010955711,0.542480186480186,0.462727272727266
96.8,0.049,0.604,3042.405,0.42,2982.6035967366,0.592086247086247,0.537202797202789
96.9,0.047,0.643,3528.501,0.39,3439.34417715618,0.649920745920746,0.647785547785538
97.0,0.046,0.703,4004.329,0.6,3996.71665734266,0.721643356643357,0.767529137529181
97.1,0.044,0.792,4530.405,0.89,4596.95178554779,0.803426573426573,0.88737762237761
97.2,0.043,0.902,5090.394,1.1,5205.75251748252,0.899118881118881,1.04773892773891
97.3,0.042,1.012,5735.759,1.1,5814.69166666667,1.01297435897436,1.18653846153845
97.4,0.042,1.148,6573.779,1.36,6391.05312587413,1.13642657342657,1.29475524475523
97.5,0.042,1.257,6986.904,1.09,6920.01951748252,1.27192540792541,1.31073426573434
97.6,0.043,1.401,7420.907,1.44,7370.39665734266,1.39857342657343,1.27353146853145
97.7,0.042,1.534,7683.496,1.33,7710.73610489511,1.5266317016317,1.24482517482516
97.8,0.041,1.653,7904.346,1.19,7937.71257808858,1.64753846153846,1.17628205128204
97.9,0.04,1.793,8134.769,1.4,8085.48088111888,1.76188811188811,1.15703962703961
98.0,0.04,1.844,8228.544,0.51,8220.64306060606,1.87894638694639,1.14552447552454
98.1,0.163,2.001,8248.441,1.57,8323.49277389277,1.99099300699301,1.11199300699299
98.2,0.159,2.08,8348.552,0.79,8396.18633566434,2.10134498834499,1.1047902097902
98.3,0.151,2.213,8470.092,1.33,8429.11968298368,2.21195104895105,1.09062937062935
98.4,0.143,2.346,8502.852,1.33,8437.42717482518,2.31947086247086,1.11376456876455
98.5,0.139,2.435,8496.314,0.89,8413.72638461539,2.43470396270396,1.114393939394
98.6,0.133,2.534,8386.852,0.99,8373.52075291375,2.54234965034965,1.10501165501164
98.7,0.126,2.645,8379.524,1.11,8382.36857808858,2.65570629370629,1.0891142191142
98.8,0.121,2.749,8438.93,1.04,8495.48741958042,2.76017249417249,1.05382284382283
98.9,0.114,2.882,8494.572,1.33,8725.32589044289,2.86647086247086,1.06022144522143
99.0,0.109,2.983,8920.853,1.01,9042.40436363636,2.97221678321678,1.04967365967372
99.1,0.105,3.079,9601.91,0.96,9474.69274592075,3.0764055944056,1.01089743589742
99.2,0.101,3.166,10117.264,0.87,9951.11571095571,3.17439627039627,0.989289044289027
99.3,0.097,3.279,10475.999,1.13,10453.3977762238,3.2742634032634,0.987564102564088
99.4,0.094,3.361,10850.613,0.82,10952.917951049,3.37190909090909,1.01494172494171
99.5,0.089,3.481,11448.867,1.2,11414.6967109557,3.47725174825175,1.07045454545461
99.6,0.087,3.573,11760.188,0.92,11840.9224662005,3.586,1.10141025641024
99.7,0.083,3.706,12217.33,1.33,12245.8514755245,3.6975337995338,1.09916083916082
99.8,0.08,3.802,12617.583,0.96,12588.7257925408,3.80583216783217,1.09103729603728
99.9,0.077,3.924,12950.655,1.22,12826.0238974359,3.91574125874126,1.03801864801863
100.0,0.074,4.02,13037.414,0.96,12955.3778205128,4.0134358974359,0.99273892773898
100.1,0.072,4.12,12990.644,1.0,12994.5295897436,4.11428904428904,0.978344988344974
100.2,0.071,4.206,12867.315,0.86,12912.5928741259,4.2091048951049,0.986468531468522
100.3,0.068,4.306,12755.852,1.0,12752.048016317,4.31158275058275,1.00635198135197
100.4,0.066,4.383,12651.237,0.77,12572.5871118881,4.41037529137529,1.01736596736595
100.5,0.063,4.53,12398.985,1.47,12446.7690699301,4.51505594405594,1.02800699300705
100.6,0.061,4.615,12257.458,0.85,12383.0819230769,4.61597668997669,1.00230769230769
100.7,0.058,4.737,12231.859,1.22,12354.7866666667,4.71551748251748,0.974766899766881
100.8,0.056,4.803,12374.139,0.66,12335.1325268065,4.81093006993007,0.933111888111871
100.9,0.054,4.91,12533.511,1.07,12333.597979021,4.90213986013986,0.8686247086247
101.0,0.053,4.971,12536.74,0.61,12392.5476759907,4.98465501165501,0.840046620046667
101.1,0.051,5.07,12444.965,0.99,12513.0489277389,5.07014918414918,0.845314685314672
101.2,0.05,5.157,12491.204,0.87,12710.4456573427,5.15371794871795,0.851223776223759
101.3,0.048,5.239,12800.621,0.82,12998.5697599068,5.24039393939394,0.861445221445206
101.4,0.047,5.327,13329.908,0.88,13367.9972750583,5.32600699300699,0.882086247086243
101.5,0.045,5.414,13850.542,0.87,13777.4132377622,5.41681118881119,0.888344988345048
101.6,0.044,5.503,14287.708,0.89,14152.502995338,5.50367599067599,0.872132867132854
101.7,0.044,5.584,14579.776,0.81,14412.6526270396,5.59123776223776,0.867167832167822
101.8,0.047,5.683,14584.959,0.99,14507.0072913753,5.67710955710956,0.836538461538444
101.9,0.047,5.765,14441.975,0.82,14438.0567972028,5.75854545454545,0.772354312354293
102.0,0.046,5.835,14259.058,0.7,14247.8923123543,5.83158041958042,0.730454545454592
102.1,0.046,5.911,14051.739,0.76,14047.0774662005,5.90463636363636,0.706946386946375
102.2,0.046,5.976,13832.283,0.65,13882.9246013986,5.9729696969697,0.705174825174811
102.3,0.045,6.038,13706.858,0.62,13831.4500536131,6.04567132867133,0.755303030303016
102.4,0.046,6.103,13758.358,0.65,13908.7927948718,6.1240303030303,0.813403263403256
102.5,0.056,6.215,14149.417,1.12,14118.3322867133,6.20835198135198,0.85831002331008
102.6,0.058,6.283,14379.496,0.68,14426.2311468531,6.29569230769231,0.886853146853133
102.7,0.054,6.408,14834.772,1.25,14788.4921934732,6.38572261072261,0.910617715617703
102.8,0.053,6.48,15228.902,0.72,15152.405990676,6.47781585081585,0.911608391608381
102.9,0.051,6.567,15573.573,0.87,15480.1420675991,6.56804428904429,0.863764568764554
103.0,0.05,6.646,15763.323,0.79,15748.5678275058,6.65056876456877,0.843799533799578
103.1,0.048,6.731,15959.767,0.85,16015.6428508159,6.7368041958042,0.824487179487165
103.2,0.047,6.823,16167.075,0.92,16242.1689254079,6.8154662004662,0.799930069930064
103.3,0.046,6.898,16384.214,0.75,16435.0551724942,6.89679020979021,0.805967365967352
103.4,0.044,6.97,16577.446,0.72,16586.3691398601,6.97665967365967,0.788041958041947
103.5,0.043,7.065,16799.777,0.95,16681.5923473194,7.0543986013986,0.753496503496554
103.6,0.042,7.12,16763.267,0.55,16701.2304149184,7.12735897435898,0.731025641025632
103.7,0.046,7.202,16602.55,0.82,16607.3891491841,7.20060372960373,0.72858974358973
103.8,0.051,7.28,16417.202,0.78,16418.8187086247,7.27307692307692,0.729160839160826
103.9,0.05,7.341,16144.645,0.61,16140.2469277389,7.3464358974359,0.737622377622363
104.0,0.048,7.412,15851.442,0.71,15796.7339463869,7.4206013986014,0.749568764568805
104.1,0.047,7.501,15400.387,0.89,15436.7818251748,7.49634965034965,0.755734265734256
104.2,0.045,7.564,15119.425,0.63,15074.8856759907,7.57174825174825,0.736876456876446
104.3,0.043,7.652,14746.789,0.88,14756.6313333333,7.64372494172494,0.715955710955714
104.4,0.042,7.722,14484.603,0.7,14518.3011491841,7.7149393939394,0.689370629370631
104.5,0.041,7.778,14322.2,0.56,14367.4970652681,7.78159906759907,0.638205128205152
104.6,0.04,7.854,14328.927,0.76,14362.1466083916,7.84258041958042,0.622657342657327
104.7,0.042,7.894,14544.925,0.4,14547.3682983683,7.90613053613054,0.625629370629359
104.8,0.05,7.969,14794.148,0.75,14908.301041958,7.96770629370629,0.637179487179478
104.9,0.051,8.029,15186.296,0.6,15385.3858344988,8.03356643356643,0.668356643356635
105.0,0.05,8.094,15925.272,0.65,15913.8624265734,8.10137762237762,0.688053613053658
105.1,0.048,8.181,16695.278,0.87,16436.5466759907,8.17117715617716,0.71596736596735
105.2,0.047,8.243,17022.657,0.62,16900.9484055944,8.24457109557109,0.731456876456863
105.3,0.045,8.318,17317.508,0.75,17285.3778764569,8.31746853146853,0.716491841491836
105.4,0.044,8.383,17501.013,0.65,17555.8586386946,8.38786946386946,0.6992424242424
105.5,0.043,8.461,17681.425,0.78,17703.8387179487,8.45731701631702,0.658065268065313
105.6,0.042,8.524,17782.572,0.63,17791.9324685315,8.51948251748252,0.629836829836838
105.7,0.041,8.593,17881.95,0.69,17886.4241048951,8.58328438228438,0.621247086247063
